
Customer: 668, Account: 555, Transaction: 44922, Amount: 22668,00, Date: 2014-03-11 00:00:00
Customer: 1, Account: 1
Customer: 2637, Account: 2178, Transaction: 217030, Amount: 22755,00, Date: 2015-10-06 00:00:00
Customer: 1, Account: 1
Customer: 668, Account: 555, Transaction: 44922, Amount: 22668,00, Date: 2014-03-11 00:00:00
Customer: 6349, Account: 5256, Transaction: 44949, Amount: 34582,00, Date: 2014-03-11 00:00:00
Customer: 42, Account: 34, Transaction: 44952, Amount: 31845,00, Date: 2014-03-11 00:00:00
Customer: 3655, Account: 3026, Transaction: 44954, Amount: 20740,00, Date: 2014-03-11 00:00:00
Customer: 1202, Account: 998, Transaction: 44979, Amount: 24608,00, Date: 2014-03-11 00:00:00
Customer: 2038, Account: 1678, Transaction: 45040, Amount: 23116,00, Date: 2014-03-11 00:00:00
Customer: 3187, Account: 2641, Transaction: 45117, Amount: 21432,00, Date: 2014-03-12 00:00:00
Customer: 3548, Account: 2938, Transaction: 45140, Amount: 43396,00, Date: 2014-03-12 00:00:00
Customer: 4731, Account: 3923, Transaction: 45149, Amount: 21971,00, Date: 2014-03-12 00:00:00
Customer: 1296, Account: 1080, Transaction: 45177, Amount: 24409,00, Date: 2014-03-12 00:00:00
Customer: 1347, Account: 1123, Transaction: 45185, Amount: 16230,00, Date: 2014-03-12 00:00:00
Customer: 4100, Account: 3391, Transaction: 45215, Amount: 16980,00, Date: 2014-03-12 00:00:00
Customer: 4336, Account: 3593, Transaction: 45291, Amount: 15787,00, Date: 2014-03-12 00:00:00
Customer: 5911, Account: 4894, Transaction: 45293, Amount: 29255,00, Date: 2014-03-12 00:00:00
Customer: 2584, Account: 2137, Transaction: 45309, Amount: 19587,00, Date: 2014-03-12 00:00:00
Customer: 2578, Account: 2132, Transaction: 45310, Amount: 21526,00, Date: 2014-03-12 00:00:00
Customer: 422, Account: 345, Transaction: 45340, Amount: 16431,00, Date: 2014-03-12 00:00:00
Customer: 10563, Account: 8564, Transaction: 45354, Amount: 38369,00, Date: 2014-03-12 00:00:00
Customer: 1768, Account: 1458, Transaction: 45421, Amount: 16592,00, Date: 2014-03-13 00:00:00
Customer: 13490, Account: 10973, Transaction: 45438, Amount: 28514,00, Date: 2014-03-13 00:00:00
Customer: 3253, Account: 2695, Transaction: 45472, Amount: 20806,00, Date: 2014-03-13 00:00:00
Customer: 10043, Account: 8129, Transaction: 45474, Amount: 20612,00, Date: 2014-03-13 00:00:00
Customer: 3454, Account: 2859, Transaction: 45482, Amount: 22137,00, Date: 2014-03-13 00:00:00
Customer: 2834, Account: 2345, Transaction: 45484, Amount: 19969,00, Date: 2014-03-13 00:00:00
Customer: 2596, Account: 2146, Transaction: 45488, Amount: 19826,00, Date: 2014-03-13 00:00:00
Customer: 1335, Account: 1114, Transaction: 45579, Amount: 43891,00, Date: 2014-03-13 00:00:00
Customer: 1, Account: 1
Customer: 4791, Account: 3972, Transaction: 174432, Amount: 25902,00, Date: 2015-06-07 00:00:00
Customer: 3414, Account: 2824, Transaction: 174437, Amount: 22927,50, Date: 2015-06-07 00:00:00
Customer: 3345, Account: 2771, Transaction: 174492, Amount: 29343,00, Date: 2015-06-07 00:00:00
Customer: 656, Account: 545, Transaction: 174509, Amount: 17169,00, Date: 2015-06-07 00:00:00
Customer: 9346, Account: 7546, Transaction: 174545, Amount: 31462,00, Date: 2015-06-07 00:00:00
Customer: 9316, Account: 7523, Transaction: 174546, Amount: 30950,00, Date: 2015-06-07 00:00:00
