
Customer: 331, Account: 274, Transaction: 44927, Amount: 20398,00, Date: 2014-03-11 00:00:00
Customer: 331, Account: 274, Transaction: 44927, Amount: 20398,00, Date: 2014-03-11 00:00:00
Customer: 55, Account: 47, Transaction: 44951, Amount: 35257,00, Date: 2014-03-11 00:00:00
Customer: 2978, Account: 2467, Transaction: 44982, Amount: 22753,00, Date: 2014-03-11 00:00:00
Customer: 835, Account: 697, Transaction: 45006, Amount: 22067,00, Date: 2014-03-11 00:00:00
Customer: 12163, Account: 9883, Transaction: 45015, Amount: 29896,00, Date: 2014-03-11 00:00:00
Customer: 92, Account: 78, Transaction: 45062, Amount: 17478,00, Date: 2014-03-12 00:00:00
Customer: 4559, Account: 3781, Transaction: 45085, Amount: 24033,00, Date: 2014-03-12 00:00:00
Customer: 2782, Account: 2298, Transaction: 45113, Amount: 21788,00, Date: 2014-03-12 00:00:00
Customer: 3185, Account: 2639, Transaction: 45116, Amount: 24266,00, Date: 2014-03-12 00:00:00
Customer: 3197, Account: 2651, Transaction: 45136, Amount: 35929,00, Date: 2014-03-12 00:00:00
Customer: 900, Account: 750, Transaction: 45158, Amount: 16824,00, Date: 2014-03-12 00:00:00
Customer: 6789, Account: 5622, Transaction: 45170, Amount: 28381,00, Date: 2014-03-12 00:00:00
Customer: 9173, Account: 7401, Transaction: 45236, Amount: 20236,00, Date: 2014-03-12 00:00:00
Customer: 7672, Account: 6353, Transaction: 45256, Amount: 24423,00, Date: 2014-03-12 00:00:00
Customer: 3465, Account: 2867, Transaction: 45306, Amount: 21312,00, Date: 2014-03-12 00:00:00
Customer: 364, Account: 299, Transaction: 45348, Amount: 19719,00, Date: 2014-03-12 00:00:00
Customer: 3030, Account: 2510, Transaction: 45360, Amount: 20051,00, Date: 2014-03-13 00:00:00
Customer: 7422, Account: 6148, Transaction: 45384, Amount: 23038,00, Date: 2014-03-13 00:00:00
Customer: 4365, Account: 3618, Transaction: 45401, Amount: 16937,00, Date: 2014-03-13 00:00:00
Customer: 4016, Account: 3323, Transaction: 45412, Amount: 21769,00, Date: 2014-03-13 00:00:00
Customer: 13539, Account: 11013, Transaction: 45437, Amount: 42244,00, Date: 2014-03-13 00:00:00
Customer: 11804, Account: 9591, Transaction: 45441, Amount: 49618,00, Date: 2014-03-13 00:00:00
Customer: 11866, Account: 9640, Transaction: 45452, Amount: 19106,00, Date: 2014-03-13 00:00:00
Customer: 4071, Account: 3367, Transaction: 45516, Amount: 22608,00, Date: 2014-03-13 00:00:00
Customer: 1876, Account: 1547, Transaction: 45561, Amount: 22894,00, Date: 2014-03-13 00:00:00
Customer: 4448, Account: 3688, Transaction: 45562, Amount: 15258,00, Date: 2014-03-13 00:00:00
