
Customer: 476, Account: 395, Transaction: 217015, Amount: 22054,00, Date: 2015-10-06 00:00:00
Customer: 2626, Account: 2170, Transaction: 217031, Amount: 49847,00, Date: 2015-10-06 00:00:00
Customer: 3789, Account: 3133, Transaction: 45048, Amount: 19594,00, Date: 2014-03-12 00:00:00
Customer: 1862, Account: 1536, Transaction: 45079, Amount: 25609,00, Date: 2014-03-12 00:00:00
Customer: 1965, Account: 1621, Transaction: 45082, Amount: 15898,00, Date: 2014-03-12 00:00:00
Customer: 1366, Account: 1136, Transaction: 45094, Amount: 30818,00, Date: 2014-03-12 00:00:00
Customer: 980, Account: 816, Transaction: 45098, Amount: 30315,00, Date: 2014-03-12 00:00:00
Customer: 4788, Account: 3969, Transaction: 45178, Amount: 17516,00, Date: 2014-03-12 00:00:00
Customer: 1064, Account: 883, Transaction: 45188, Amount: 16422,00, Date: 2014-03-12 00:00:00
Customer: 3742, Account: 3094, Transaction: 45213, Amount: 15383,00, Date: 2014-03-12 00:00:00
Customer: 844, Account: 704, Transaction: 45225, Amount: 17477,00, Date: 2014-03-12 00:00:00
Customer: 1260, Account: 1050, Transaction: 45282, Amount: 25317,00, Date: 2014-03-12 00:00:00
Customer: 10510, Account: 8519, Transaction: 45355, Amount: 37346,00, Date: 2014-03-12 00:00:00
Customer: 3231, Account: 2676, Transaction: 45432, Amount: 15263,00, Date: 2014-03-13 00:00:00
Customer: 597, Account: 497, Transaction: 45446, Amount: 21553,00, Date: 2014-03-13 00:00:00
Customer: 5175, Account: 4296, Transaction: 45457, Amount: 18729,00, Date: 2014-03-13 00:00:00
Customer: 675, Account: 562, Transaction: 45509, Amount: 16943,00, Date: 2014-03-13 00:00:00
Customer: 274, Account: 228, Transaction: 45525, Amount: 21602,00, Date: 2014-03-13 00:00:00
Customer: 4279, Account: 3545, Transaction: 45545, Amount: 20203,00, Date: 2014-03-13 00:00:00
Customer: 4715, Account: 3909, Transaction: 45564, Amount: 24400,00, Date: 2014-03-13 00:00:00
Customer: 2984, Account: 2472, Transaction: 45593, Amount: 15935,00, Date: 2014-03-13 00:00:00
Customer: 3998, Account: 3306, Transaction: 174373, Amount: 17793,00, Date: 2015-06-07 00:00:00
Customer: 3082, Account: 2552, Transaction: 174430, Amount: 26970,00, Date: 2015-06-07 00:00:00
Customer: 4783, Account: 3965, Transaction: 174433, Amount: 21146,00, Date: 2015-06-07 00:00:00
Customer: 3431, Account: 2839, Transaction: 174436, Amount: 30043,50, Date: 2015-06-07 00:00:00
Customer: 3369, Account: 2790, Transaction: 174482, Amount: 23522,00, Date: 2015-06-07 00:00:00
Customer: 3368, Account: 2789, Transaction: 174485, Amount: 19125,00, Date: 2015-06-07 00:00:00
Customer: 2305, Account: 1898, Transaction: 174489, Amount: 15399,00, Date: 2015-06-07 00:00:00
Customer: 10818, Account: 8776, Transaction: 174511, Amount: 20196,00, Date: 2015-06-07 00:00:00
Customer: 2799, Account: 2313, Transaction: 174542, Amount: 17370,00, Date: 2015-06-07 00:00:00
Customer: 1832, Account: 1512, Transaction: 174586, Amount: 21237,00, Date: 2015-06-07 00:00:00
Customer: 4461, Account: 3699, Transaction: 174593, Amount: 28939,50, Date: 2015-06-07 00:00:00
Customer: 1255, Account: 1046, Transaction: 174602, Amount: 16654,50, Date: 2015-06-07 00:00:00
Customer: 1663, Account: 1375, Transaction: 174616, Amount: 30436,00, Date: 2015-06-07 00:00:00
Customer: 3789, Account: 3133, Transaction: 45048, Amount: 19594,00, Date: 2014-03-12 00:00:00
Customer: 1862, Account: 1536, Transaction: 45079, Amount: 25609,00, Date: 2014-03-12 00:00:00
Customer: 1965, Account: 1621, Transaction: 45082, Amount: 15898,00, Date: 2014-03-12 00:00:00
Customer: 1366, Account: 1136, Transaction: 45094, Amount: 30818,00, Date: 2014-03-12 00:00:00
Customer: 980, Account: 816, Transaction: 45098, Amount: 30315,00, Date: 2014-03-12 00:00:00
Customer: 4788, Account: 3969, Transaction: 45178, Amount: 17516,00, Date: 2014-03-12 00:00:00
Customer: 1064, Account: 883, Transaction: 45188, Amount: 16422,00, Date: 2014-03-12 00:00:00
Customer: 3742, Account: 3094, Transaction: 45213, Amount: 15383,00, Date: 2014-03-12 00:00:00
Customer: 844, Account: 704, Transaction: 45225, Amount: 17477,00, Date: 2014-03-12 00:00:00
Customer: 1260, Account: 1050, Transaction: 45282, Amount: 25317,00, Date: 2014-03-12 00:00:00
Customer: 10510, Account: 8519, Transaction: 45355, Amount: 37346,00, Date: 2014-03-12 00:00:00
Customer: 3231, Account: 2676, Transaction: 45432, Amount: 15263,00, Date: 2014-03-13 00:00:00
Customer: 597, Account: 497, Transaction: 45446, Amount: 21553,00, Date: 2014-03-13 00:00:00
Customer: 5175, Account: 4296, Transaction: 45457, Amount: 18729,00, Date: 2014-03-13 00:00:00
Customer: 675, Account: 562, Transaction: 45509, Amount: 16943,00, Date: 2014-03-13 00:00:00
Customer: 274, Account: 228, Transaction: 45525, Amount: 21602,00, Date: 2014-03-13 00:00:00
Customer: 4279, Account: 3545, Transaction: 45545, Amount: 20203,00, Date: 2014-03-13 00:00:00
Customer: 4715, Account: 3909, Transaction: 45564, Amount: 24400,00, Date: 2014-03-13 00:00:00
Customer: 2984, Account: 2472, Transaction: 45593, Amount: 15935,00, Date: 2014-03-13 00:00:00
Customer: 392, Account: 322, Transaction: 45644, Amount: 16646,00, Date: 2014-03-13 00:00:00
Customer: 2933, Account: 2428, Transaction: 45648, Amount: 15720,00, Date: 2014-03-13 00:00:00
Customer: 3967, Account: 3277, Transaction: 45664, Amount: 16654,00, Date: 2014-03-14 00:00:00
